path	class	upstream_state	upstream_blob	candidate_blob	disposition
extensions/discord/src/outbound-adapter.test.ts	test-file	present	8649af1a82110cebb8f9839fbf180baac43d6595	8649af1a82110cebb8f9839fbf180baac43d6595	Candidate preserves frozen-upstream test substrate exactly at blob 8649af1a82110cebb8f9839fbf180baac43d6595; no semantic difference requires manual resolution.
extensions/discord/src/outbound-payload.contract.test.ts	test-file	present	edfb6b01a344af1123202147e7e9f92ffdcbd912	edfb6b01a344af1123202147e7e9f92ffdcbd912	Candidate preserves frozen-upstream test substrate exactly at blob edfb6b01a344af1123202147e7e9f92ffdcbd912; no semantic difference requires manual resolution.
extensions/discord/src/send.components.test.ts	test-file	present	0ac544b1354cfbb28c76ec8ee0cd677fff65acbb	0ac544b1354cfbb28c76ec8ee0cd677fff65acbb	Candidate preserves frozen-upstream test substrate exactly at blob 0ac544b1354cfbb28c76ec8ee0cd677fff65acbb; no semantic difference requires manual resolution.
extensions/discord/src/send.message-request.test.ts	test-file	present	9fc1f190609325b33741d047446774b4e06f6f1a	9fc1f190609325b33741d047446774b4e06f6f1a	Candidate preserves frozen-upstream test substrate exactly at blob 9fc1f190609325b33741d047446774b4e06f6f1a; no semantic difference requires manual resolution.
extensions/discord/src/send.sends-basic-channel-messages.test.ts	test-file	present	29a1d77e7ae83c14e96f47b2b9fd6e14a0fcdfb6	29a1d77e7ae83c14e96f47b2b9fd6e14a0fcdfb6	Candidate preserves frozen-upstream test substrate exactly at blob 29a1d77e7ae83c14e96f47b2b9fd6e14a0fcdfb6; no semantic difference requires manual resolution.
extensions/feishu/src/reply-dispatcher.test.ts	test-file	present	274358fc1ac8fd8ced498d09273cd8d0d402c1e0	274358fc1ac8fd8ced498d09273cd8d0d402c1e0	Candidate preserves frozen-upstream test substrate exactly at blob 274358fc1ac8fd8ced498d09273cd8d0d402c1e0; no semantic difference requires manual resolution.
extensions/matrix/src/matrix/poll-types.test.ts	test-file	present	e4c9cb441f5575175ee1565c5590aa8f557b58c1	e4c9cb441f5575175ee1565c5590aa8f557b58c1	Candidate preserves frozen-upstream test substrate exactly at blob e4c9cb441f5575175ee1565c5590aa8f557b58c1; no semantic difference requires manual resolution.
extensions/memory-wiki/src/query.test.ts	test-file	present	2d9e47cf0146859bd0d17bb00ee87aace76dcf8c	2d9e47cf0146859bd0d17bb00ee87aace76dcf8c	Candidate preserves frozen-upstream test substrate exactly at blob 2d9e47cf0146859bd0d17bb00ee87aace76dcf8c; no semantic difference requires manual resolution.
extensions/msteams/src/attachments.test.ts	test-file	present	a8e4d9b22d3e9beb55b262346b6b466d9b557978	a8e4d9b22d3e9beb55b262346b6b466d9b557978	Candidate preserves frozen-upstream test substrate exactly at blob a8e4d9b22d3e9beb55b262346b6b466d9b557978; no semantic difference requires manual resolution.
extensions/msteams/src/attachments/shared.test.ts	test-file	present	4f77e8ed29d6a0e03409aa6c9c544d93b1a45f87	4f77e8ed29d6a0e03409aa6c9c544d93b1a45f87	Candidate preserves frozen-upstream test substrate exactly at blob 4f77e8ed29d6a0e03409aa6c9c544d93b1a45f87; no semantic difference requires manual resolution.
extensions/openai/realtime-quicksilver-gateway-bridge-lifecycle.test.ts	test-file	present	d1bf2a8ab4ef91eaa31363b237c6aeaa03048800	d1bf2a8ab4ef91eaa31363b237c6aeaa03048800	Candidate preserves frozen-upstream test substrate exactly at blob d1bf2a8ab4ef91eaa31363b237c6aeaa03048800; no semantic difference requires manual resolution.
extensions/slack/src/action-runtime.test.ts	test-file	present	03f5d654b45e389b60b8e301592cdfaefda583b0	03f5d654b45e389b60b8e301592cdfaefda583b0	Candidate preserves frozen-upstream test substrate exactly at blob 03f5d654b45e389b60b8e301592cdfaefda583b0; no semantic difference requires manual resolution.
extensions/slack/src/send.upload.test.ts	test-file	present	1c6e5b06bfb1c4b5e90198bdf4b4ad1eaa0e1302	1c6e5b06bfb1c4b5e90198bdf4b4ad1eaa0e1302	Candidate preserves frozen-upstream test substrate exactly at blob 1c6e5b06bfb1c4b5e90198bdf4b4ad1eaa0e1302; no semantic difference requires manual resolution.
extensions/telegram/src/action-runtime.test.ts	test-file	present	78a3591c8511070348a121d0e7f9851faa86dd1b	78a3591c8511070348a121d0e7f9851faa86dd1b	Candidate preserves frozen-upstream test substrate exactly at blob 78a3591c8511070348a121d0e7f9851faa86dd1b; no semantic difference requires manual resolution.
extensions/telegram/src/bot-message-dispatch.pipeline-init.test.ts	test-file	present	3e37b8600b0cc834cc71b615a94a8189b2e2d6c6	3e37b8600b0cc834cc71b615a94a8189b2e2d6c6	Candidate preserves frozen-upstream test substrate exactly at blob 3e37b8600b0cc834cc71b615a94a8189b2e2d6c6; no semantic difference requires manual resolution.
extensions/telegram/src/bot-message-dispatch.test-harness.ts	test-support-fixture-snapshot	present	6dadc81db7e14461bbaffe3ff6d8a81f24dbbb0e	6dadc81db7e14461bbaffe3ff6d8a81f24dbbb0e	Candidate preserves frozen-upstream test substrate exactly at blob 6dadc81db7e14461bbaffe3ff6d8a81f24dbbb0e; no semantic difference requires manual resolution.
extensions/telegram/src/bot/delivery.test.ts	test-file	present	5cc2dbffad2d9f2a4cfa9d4af4e461ebc44c1e5e	5cc2dbffad2d9f2a4cfa9d4af4e461ebc44c1e5e	Candidate preserves frozen-upstream test substrate exactly at blob 5cc2dbffad2d9f2a4cfa9d4af4e461ebc44c1e5e; no semantic difference requires manual resolution.
extensions/telegram/src/channel-actions.test.ts	test-file	present	006011a8233ac5258bb773f01c93b8bcb39c59a6	006011a8233ac5258bb773f01c93b8bcb39c59a6	Candidate preserves frozen-upstream test substrate exactly at blob 006011a8233ac5258bb773f01c93b8bcb39c59a6; no semantic difference requires manual resolution.
extensions/whatsapp/src/auto-reply/monitor/process-message.test.ts	test-file	present	1515337aa9cfd179388b2722b9d4eb7639c7dd2c	1515337aa9cfd179388b2722b9d4eb7639c7dd2c	Candidate preserves frozen-upstream test substrate exactly at blob 1515337aa9cfd179388b2722b9d4eb7639c7dd2c; no semantic difference requires manual resolution.
extensions/whatsapp/src/channel-react-action.test.ts	test-file	present	9fb5a4ca93023dbddf45a2078bb223524fb3bb79	9fb5a4ca93023dbddf45a2078bb223524fb3bb79	Candidate preserves frozen-upstream test substrate exactly at blob 9fb5a4ca93023dbddf45a2078bb223524fb3bb79; no semantic difference requires manual resolution.
extensions/whatsapp/src/send.test.ts	test-file	present	b5d960b9570b0343562d2dbb083898be7ff9be79	b5d960b9570b0343562d2dbb083898be7ff9be79	Candidate preserves frozen-upstream test substrate exactly at blob b5d960b9570b0343562d2dbb083898be7ff9be79; no semantic difference requires manual resolution.
packages/gateway-client/src/pending-request.test.ts	test-file	present	d5f3810ee72fb73ca789eb42874d3fac594d869f	d5f3810ee72fb73ca789eb42874d3fac594d869f	Candidate preserves frozen-upstream test substrate exactly at blob d5f3810ee72fb73ca789eb42874d3fac594d869f; no semantic difference requires manual resolution.
packages/gateway-client/src/protocol-client.request.test.ts	test-file	present	711b042abe8030b505f15b400b7162a971243102	711b042abe8030b505f15b400b7162a971243102	Candidate preserves frozen-upstream test substrate exactly at blob 711b042abe8030b505f15b400b7162a971243102; no semantic difference requires manual resolution.
packages/gateway-client/src/session-projection.test.ts	test-file	present	a3a420411b249dc03aa1e734c60a0847eb19edc2	a3a420411b249dc03aa1e734c60a0847eb19edc2	Candidate preserves frozen-upstream test substrate exactly at blob a3a420411b249dc03aa1e734c60a0847eb19edc2; no semantic difference requires manual resolution.
packages/gateway-protocol/src/channels.schema.test.ts	test-file	present	0ca0f5cb9ca0f800496390bd8c4db9b27e67de43	0ca0f5cb9ca0f800496390bd8c4db9b27e67de43	Candidate preserves frozen-upstream test substrate exactly at blob 0ca0f5cb9ca0f800496390bd8c4db9b27e67de43; no semantic difference requires manual resolution.
packages/gateway-protocol/src/index.test.ts	test-file	present	925d2423d1a376aeaa2a5f1c7f10c4928b6aaf8d	925d2423d1a376aeaa2a5f1c7f10c4928b6aaf8d	Candidate preserves frozen-upstream test substrate exactly at blob 925d2423d1a376aeaa2a5f1c7f10c4928b6aaf8d; no semantic difference requires manual resolution.
packages/gateway-protocol/src/schema/error-codes.test.ts	test-file	present	5bc9d97f7a60f381fe660ec7110b309a325d9072	5bc9d97f7a60f381fe660ec7110b309a325d9072	Candidate preserves frozen-upstream test substrate exactly at blob 5bc9d97f7a60f381fe660ec7110b309a325d9072; no semantic difference requires manual resolution.
packages/gateway-protocol/src/schema/logs-chat.test.ts	test-file	present	a78059d24b1a390de1bb69364528f406fd4040ee	a78059d24b1a390de1bb69364528f406fd4040ee	Candidate preserves frozen-upstream test substrate exactly at blob a78059d24b1a390de1bb69364528f406fd4040ee; no semantic difference requires manual resolution.
packages/gateway-protocol/src/schema/snapshot.ts	test-support-fixture-snapshot	present	cfe7afc8381e77c3aa92423665957294eefc1fb3	cfe7afc8381e77c3aa92423665957294eefc1fb3	Candidate preserves frozen-upstream test substrate exactly at blob cfe7afc8381e77c3aa92423665957294eefc1fb3; no semantic difference requires manual resolution.
src/agents/agent-tools.before-tool-call.embedded-mode.test.ts	test-file	present	357b48d7d2955407bb5b4c86b4940879195230af	357b48d7d2955407bb5b4c86b4940879195230af	Candidate preserves frozen-upstream test substrate exactly at blob 357b48d7d2955407bb5b4c86b4940879195230af; no semantic difference requires manual resolution.
src/agents/auth-profiles/oauth.openai-codex-refresh-fallback.test.ts	test-file	present	d99159c0f786d4031d86bdefb92d89489a6614dd	d99159c0f786d4031d86bdefb92d89489a6614dd	Candidate preserves frozen-upstream test substrate exactly at blob d99159c0f786d4031d86bdefb92d89489a6614dd; no semantic difference requires manual resolution.
src/agents/auth-profiles/source-check.test.ts	test-file	present	acfe644165513192f2ca0478e6b8fc9659ad0856	acfe644165513192f2ca0478e6b8fc9659ad0856	Candidate preserves frozen-upstream test substrate exactly at blob acfe644165513192f2ca0478e6b8fc9659ad0856; no semantic difference requires manual resolution.
src/agents/auth-profiles/upsert-with-lock.sqlite.test.ts	test-file	present	1bcd97c34ccb88ae48320eee4ea1c955be5fa95c	1bcd97c34ccb88ae48320eee4ea1c955be5fa95c	Candidate preserves frozen-upstream test substrate exactly at blob 1bcd97c34ccb88ae48320eee4ea1c955be5fa95c; no semantic difference requires manual resolution.
src/agents/bash-tools.exec.approval-id.test.ts	test-file	present	608e53368ac4c959f6cb0054b257ff6bf2bae6b5	608e53368ac4c959f6cb0054b257ff6bf2bae6b5	Candidate preserves frozen-upstream test substrate exactly at blob 608e53368ac4c959f6cb0054b257ff6bf2bae6b5; no semantic difference requires manual resolution.
src/agents/cli-runner.interrupted-partial-output.test.ts	test-file	present	eda137e7b9440737b4f38e20c97402402e33b5ad	eda137e7b9440737b4f38e20c97402402e33b5ad	Candidate preserves frozen-upstream test substrate exactly at blob eda137e7b9440737b4f38e20c97402402e33b5ad; no semantic difference requires manual resolution.
src/agents/cli-runner/claude-live-session.abort-partial-output.test.ts	test-file	present	558fcc1f7d5c560461d473e1d17a314c7d3f621e	558fcc1f7d5c560461d473e1d17a314c7d3f621e	Candidate preserves frozen-upstream test substrate exactly at blob 558fcc1f7d5c560461d473e1d17a314c7d3f621e; no semantic difference requires manual resolution.
src/agents/code-mode-worker-lifecycle.test.ts	test-file	present	01ad0d300bcc970dc44d78f074e4cf28fa346674	01ad0d300bcc970dc44d78f074e4cf28fa346674	Candidate preserves frozen-upstream test substrate exactly at blob 01ad0d300bcc970dc44d78f074e4cf28fa346674; no semantic difference requires manual resolution.
src/agents/code-mode.bridge.test.ts	test-file	present	9afc05208ed54dff6cbd43d1ec0dc6d474817ece	9afc05208ed54dff6cbd43d1ec0dc6d474817ece	Candidate preserves frozen-upstream test substrate exactly at blob 9afc05208ed54dff6cbd43d1ec0dc6d474817ece; no semantic difference requires manual resolution.
src/agents/code-mode.preflight-repair.test.ts	test-file	present	813d3f300b39e3fb19d93d7bf8aeb5eb243c514d	813d3f300b39e3fb19d93d7bf8aeb5eb243c514d	Candidate preserves frozen-upstream test substrate exactly at blob 813d3f300b39e3fb19d93d7bf8aeb5eb243c514d; no semantic difference requires manual resolution.
src/agents/embedded-agent-runner/post-compaction-loop-guard.test.ts	test-file	present	d288299c7892cdeaa77df34ed8387cb7f940f81a	d288299c7892cdeaa77df34ed8387cb7f940f81a	Candidate preserves frozen-upstream test substrate exactly at blob d288299c7892cdeaa77df34ed8387cb7f940f81a; no semantic difference requires manual resolution.
src/agents/embedded-agent-runner/run.code-mode-reconciliation.test-support.ts	test-support-fixture-snapshot	present	319c0ec038ae061d823fec7e1bb8f24301e2df35	319c0ec038ae061d823fec7e1bb8f24301e2df35	Candidate preserves frozen-upstream test substrate exactly at blob 319c0ec038ae061d823fec7e1bb8f24301e2df35; no semantic difference requires manual resolution.
src/agents/embedded-agent-runner/run.prepared-harness-source-delivery.integration.test.ts	test-file	present	21acad4712e9546ddadd860a1171d183f47c5895	21acad4712e9546ddadd860a1171d183f47c5895	Candidate preserves frozen-upstream test substrate exactly at blob 21acad4712e9546ddadd860a1171d183f47c5895; no semantic difference requires manual resolution.
src/agents/embedded-agent-runner/run.shared-integration.test.ts	test-file	present	11db3231fa0aa027c5dd81547cd874447a74908e	11db3231fa0aa027c5dd81547cd874447a74908e	Candidate preserves frozen-upstream test substrate exactly at blob 11db3231fa0aa027c5dd81547cd874447a74908e; no semantic difference requires manual resolution.
src/agents/embedded-agent-runner/run/attempt-client-tools.test.ts	test-file	present	8e40d8252c7d40c93a9fb3a22c64b2f104a62102	8e40d8252c7d40c93a9fb3a22c64b2f104a62102	Candidate preserves frozen-upstream test substrate exactly at blob 8e40d8252c7d40c93a9fb3a22c64b2f104a62102; no semantic difference requires manual resolution.
src/agents/embedded-agent-runner/run/attempt-execution-settle.test.ts	test-file	present	d43190292f8bfd8e55b69459bb91dffcdf0cf47d	d43190292f8bfd8e55b69459bb91dffcdf0cf47d	Candidate preserves frozen-upstream test substrate exactly at blob d43190292f8bfd8e55b69459bb91dffcdf0cf47d; no semantic difference requires manual resolution.
src/agents/embedded-agent-runner/run/attempt-prompt-phase.test.ts	test-file	present	5a59311a7a5b657800ca5474fcb75cadf1c71bed	5a59311a7a5b657800ca5474fcb75cadf1c71bed	Candidate preserves frozen-upstream test substrate exactly at blob 5a59311a7a5b657800ca5474fcb75cadf1c71bed; no semantic difference requires manual resolution.
src/agents/embedded-agent-runner/run/attempt-prompt-tool-policy.test.ts	test-file	present	c1a354960ba60675ef2f48b401d649efb568883a	c1a354960ba60675ef2f48b401d649efb568883a	Candidate preserves frozen-upstream test substrate exactly at blob c1a354960ba60675ef2f48b401d649efb568883a; no semantic difference requires manual resolution.
src/agents/embedded-agent-runner/run/attempt-session.test.ts	test-file	present	f3ff6c65a20afeeb53aedb2944304dd6c5c1dcc7	f3ff6c65a20afeeb53aedb2944304dd6c5c1dcc7	Candidate preserves frozen-upstream test substrate exactly at blob f3ff6c65a20afeeb53aedb2944304dd6c5c1dcc7; no semantic difference requires manual resolution.
src/agents/embedded-agent-runner/run/attempt-spawn-workspace.test-support.ts	test-support-fixture-snapshot	present	7601571751288514370b43751c619f84e9eb16b6	7601571751288514370b43751c619f84e9eb16b6	Candidate preserves frozen-upstream test substrate exactly at blob 7601571751288514370b43751c619f84e9eb16b6; no semantic difference requires manual resolution.
src/agents/embedded-agent-runner/run/attempt-stream-finalize.test.ts	test-file	present	1402cd81c10521326e603cf19580a5e5f6e0c5a2	1402cd81c10521326e603cf19580a5e5f6e0c5a2	Candidate preserves frozen-upstream test substrate exactly at blob 1402cd81c10521326e603cf19580a5e5f6e0c5a2; no semantic difference requires manual resolution.
src/agents/embedded-agent-runner/run/code-mode-reconciliation.test.ts	test-file	present	79c4cb9d25d69da217d01ae759359b43532e25e5	79c4cb9d25d69da217d01ae759359b43532e25e5	Candidate preserves frozen-upstream test substrate exactly at blob 79c4cb9d25d69da217d01ae759359b43532e25e5; no semantic difference requires manual resolution.
src/agents/embedded-agent-runner/run/code-mode-repair.test.ts	test-file	present	cf046744a5a22355f9f8bae050c5fee65ab3d8d6	cf046744a5a22355f9f8bae050c5fee65ab3d8d6	Candidate preserves frozen-upstream test substrate exactly at blob cf046744a5a22355f9f8bae050c5fee65ab3d8d6; no semantic difference requires manual resolution.
src/agents/embedded-agent-runner/run/terminal-resolution.test.ts	test-file	present	8b21d1371d50f0902a39a7e652b1e1368f5c4ca1	8b21d1371d50f0902a39a7e652b1e1368f5c4ca1	Candidate preserves frozen-upstream test substrate exactly at blob 8b21d1371d50f0902a39a7e652b1e1368f5c4ca1; no semantic difference requires manual resolution.
src/agents/harness/host-capability.test.ts	test-file	present	fc4ae03b91a58003cd2a34572bbe9237152b7a8a	fc4ae03b91a58003cd2a34572bbe9237152b7a8a	Candidate preserves frozen-upstream test substrate exactly at blob fc4ae03b91a58003cd2a34572bbe9237152b7a8a; no semantic difference requires manual resolution.
src/agents/main-session-recovery/main-session-restart-recovery.test.ts	test-file	present	e7bd711cedfd3b295352ee652bcfddbf9e8422b3	e7bd711cedfd3b295352ee652bcfddbf9e8422b3	Candidate preserves frozen-upstream test substrate exactly at blob e7bd711cedfd3b295352ee652bcfddbf9e8422b3; no semantic difference requires manual resolution.
src/agents/mcp-transport-config.test.ts	test-file	present	02b53d6d6601fed7ece8747bf4640cac4c570880	02b53d6d6601fed7ece8747bf4640cac4c570880	Candidate preserves frozen-upstream test substrate exactly at blob 02b53d6d6601fed7ece8747bf4640cac4c570880; no semantic difference requires manual resolution.
src/agents/prepared-model-runtime.owner-selection.test.ts	test-file	present	1d5431ae3155d39f362c3b66028d5dad35a5d78c	1d5431ae3155d39f362c3b66028d5dad35a5d78c	Candidate preserves frozen-upstream test substrate exactly at blob 1d5431ae3155d39f362c3b66028d5dad35a5d78c; no semantic difference requires manual resolution.
src/agents/subagents/registry/subagent-registry-restart-recovery-helpers.test.ts	test-file	present	bd77606d1c608a72962feb1210ce398f7078d75d	bd77606d1c608a72962feb1210ce398f7078d75d	Candidate preserves frozen-upstream test substrate exactly at blob bd77606d1c608a72962feb1210ce398f7078d75d; no semantic difference requires manual resolution.
src/agents/tool-search.test.ts	test-file	present	feb46a9653f6ab34912d67c37c5f227494386736	feb46a9653f6ab34912d67c37c5f227494386736	Candidate preserves frozen-upstream test substrate exactly at blob feb46a9653f6ab34912d67c37c5f227494386736; no semantic difference requires manual resolution.
src/agents/tools/gateway-caller-context.test.ts	test-file	present	b12c3ebeb4c76e71b8d75faf357a16ba8e333a33	b12c3ebeb4c76e71b8d75faf357a16ba8e333a33	Candidate preserves frozen-upstream test substrate exactly at blob b12c3ebeb4c76e71b8d75faf357a16ba8e333a33; no semantic difference requires manual resolution.
src/agents/tools/gateway-tool.test.ts	test-file	present	0820d4c886126884acdaf26a08041e51565e8484	0820d4c886126884acdaf26a08041e51565e8484	Candidate preserves frozen-upstream test substrate exactly at blob 0820d4c886126884acdaf26a08041e51565e8484; no semantic difference requires manual resolution.
src/agents/tools/message-tool-execution.test.ts	test-file	present	43d3eabb48d67028ccf41911fd7474b316195e98	43d3eabb48d67028ccf41911fd7474b316195e98	Candidate preserves frozen-upstream test substrate exactly at blob 43d3eabb48d67028ccf41911fd7474b316195e98; no semantic difference requires manual resolution.
src/agents/tools/message-tool.internal-source-reply.integration.test.ts	test-file	present	92fd2f2f5e83fae872cbd6f5fcbd66ad89a19dcd	92fd2f2f5e83fae872cbd6f5fcbd66ad89a19dcd	Candidate preserves frozen-upstream test substrate exactly at blob 92fd2f2f5e83fae872cbd6f5fcbd66ad89a19dcd; no semantic difference requires manual resolution.
src/agents/workspace.bootstrap-cache.test.ts	test-file	present	42eab76722d39c003b177376b9aeb6e00d6f0bb8	42eab76722d39c003b177376b9aeb6e00d6f0bb8	Candidate preserves frozen-upstream test substrate exactly at blob 42eab76722d39c003b177376b9aeb6e00d6f0bb8; no semantic difference requires manual resolution.
src/auto-reply/reply/agent-runner-execution-runtime.test.ts	test-file	present	61cdf4f9c8a477ba9e6b78221be268b0ce174fce	61cdf4f9c8a477ba9e6b78221be268b0ce174fce	Candidate preserves frozen-upstream test substrate exactly at blob 61cdf4f9c8a477ba9e6b78221be268b0ce174fce; no semantic difference requires manual resolution.
src/auto-reply/reply/commands-models.test.ts	test-file	present	a849352b89db58f14ebbdba005b175d481f08c70	a849352b89db58f14ebbdba005b175d481f08c70	Candidate preserves frozen-upstream test substrate exactly at blob a849352b89db58f14ebbdba005b175d481f08c70; no semantic difference requires manual resolution.
src/auto-reply/reply/dispatch-acp.test.ts	test-file	present	a83de756cbed0af3ee402a529ed92fcefd3c5cc6	a83de756cbed0af3ee402a529ed92fcefd3c5cc6	Candidate preserves frozen-upstream test substrate exactly at blob a83de756cbed0af3ee402a529ed92fcefd3c5cc6; no semantic difference requires manual resolution.
src/auto-reply/reply/get-reply-run.prepared-metadata.test.ts	test-file	present	5bddda292f46d04d7eafb826405c65d9a848a904	5bddda292f46d04d7eafb826405c65d9a848a904	Candidate preserves frozen-upstream test substrate exactly at blob 5bddda292f46d04d7eafb826405c65d9a848a904; no semantic difference requires manual resolution.
src/auto-reply/reply/provider-dispatcher.test.ts	test-file	present	b46794986ce6febe889b45c10c65f5af04ca0007	b46794986ce6febe889b45c10c65f5af04ca0007	Candidate preserves frozen-upstream test substrate exactly at blob b46794986ce6febe889b45c10c65f5af04ca0007; no semantic difference requires manual resolution.
src/auto-reply/reply/queue.drain-restart.test.ts	test-file	present	9d6e85c260058bdfa1ed8a1071290fe282b598e9	9d6e85c260058bdfa1ed8a1071290fe282b598e9	Candidate preserves frozen-upstream test substrate exactly at blob 9d6e85c260058bdfa1ed8a1071290fe282b598e9; no semantic difference requires manual resolution.
src/channels/message-access/context-builder-callers.test.ts	test-file	present	0b4ce0c802e3f1a14bfcf1136d823bd16e3e2931	0b4ce0c802e3f1a14bfcf1136d823bd16e3e2931	Candidate preserves frozen-upstream test substrate exactly at blob 0b4ce0c802e3f1a14bfcf1136d823bd16e3e2931; no semantic difference requires manual resolution.
src/channels/plugins/read-only.test.ts	test-file	present	f0bbf73d334851f817e95f38d6585adc8213633e	f0bbf73d334851f817e95f38d6585adc8213633e	Candidate preserves frozen-upstream test substrate exactly at blob f0bbf73d334851f817e95f38d6585adc8213633e; no semantic difference requires manual resolution.
src/cli/capability-cli.lazy.test.ts	test-file	present	7a26b1f1a98ac3616eed90968b6b466d78122adc	7a26b1f1a98ac3616eed90968b6b466d78122adc	Candidate preserves frozen-upstream test substrate exactly at blob 7a26b1f1a98ac3616eed90968b6b466d78122adc; no semantic difference requires manual resolution.
src/cli/capability-cli.test.ts	test-file	present	398d60f44231f3f8aeca8ddfe5fe708c0656f4bb	398d60f44231f3f8aeca8ddfe5fe708c0656f4bb	Candidate preserves frozen-upstream test substrate exactly at blob 398d60f44231f3f8aeca8ddfe5fe708c0656f4bb; no semantic difference requires manual resolution.
src/cli/cron-cli/cron-pagination.gateway.test.ts	test-file	present	724e2c781ad5050fe3ae2851d3183f2c8dbf9086	724e2c781ad5050fe3ae2851d3183f2c8dbf9086	Candidate preserves frozen-upstream test substrate exactly at blob 724e2c781ad5050fe3ae2851d3183f2c8dbf9086; no semantic difference requires manual resolution.
src/cli/cron-cli/shared.test.ts	test-file	present	4693ccb44de870f5a1732089a842cbef60d361c6	4693ccb44de870f5a1732089a842cbef60d361c6	Candidate preserves frozen-upstream test substrate exactly at blob 4693ccb44de870f5a1732089a842cbef60d361c6; no semantic difference requires manual resolution.
src/cli/mcp-cli.test.ts	test-file	present	3d64c18dfcaef2ffdab884cd563a4c1cc714c16b	3d64c18dfcaef2ffdab884cd563a4c1cc714c16b	Candidate preserves frozen-upstream test substrate exactly at blob 3d64c18dfcaef2ffdab884cd563a4c1cc714c16b; no semantic difference requires manual resolution.
src/cli/program/register.maintenance.test.ts	test-file	present	e884c483b0eb127c72f265666c69e2554aac7180	e884c483b0eb127c72f265666c69e2554aac7180	Candidate preserves frozen-upstream test substrate exactly at blob e884c483b0eb127c72f265666c69e2554aac7180; no semantic difference requires manual resolution.
src/cli/program/register.subclis.test.ts	test-file	present	333e188346e19182ad55af164648b9f8298d431f	333e188346e19182ad55af164648b9f8298d431f	Candidate preserves frozen-upstream test substrate exactly at blob 333e188346e19182ad55af164648b9f8298d431f; no semantic difference requires manual resolution.
src/cli/program/register.tasks.test.ts	test-file	present	be1f675f8f8ea806cd67ebe7ab439cc0417aff1d	be1f675f8f8ea806cd67ebe7ab439cc0417aff1d	Candidate preserves frozen-upstream test substrate exactly at blob be1f675f8f8ea806cd67ebe7ab439cc0417aff1d; no semantic difference requires manual resolution.
