class	additions	deletions	path
evidence	14	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/candidate-differs-upstream.txt
evidence	199	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/enumeration.tsv
evidence	185	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/exact-upstream-dispositions.tsv
evidence	13	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/feature-differing-tests.txt
evidence	13	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/feature-intersection.txt
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/agents-core-isolated.exit
evidence	11	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/agents-core-isolated.log
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/agents-core.exit
evidence	12	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/agents-core.log
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/agents-embedded-run.exit
evidence	12	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/agents-embedded-run.log
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/agents-lifecycle-e2e-retry.exit
evidence	88	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/agents-lifecycle-e2e-retry.log
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/agents-lifecycle-e2e.exit
evidence	105	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/agents-lifecycle-e2e.log
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/agents-support.exit
evidence	13	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/agents-support.log
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/agents-tools.exit
evidence	11	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/agents-tools.log
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/cron.exit
evidence	11	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/cron.log
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/gateway-methods.exit
evidence	12	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/gateway-methods.log
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/gateway-server.exit
evidence	136	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/gateway-server.log
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/infra.exit
evidence	15	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/infra.log
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/state-db.exit
evidence	26	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/state-db.log
evidence	19	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/summary.txt
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/ui-e2e.exit
evidence	22	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/ui-e2e.log
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/ui.exit
evidence	11	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/ui.log
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/unit-fast-extra.exit
evidence	12	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/unit-fast-extra.log
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/unit-fast-isolated-extra.exit
evidence	12	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/focused-tests/unit-fast-isolated-extra.log
evidence	8	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/lead-dispositions.tsv
evidence	3344	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/lead-manual-test-diffs.txt
evidence	15	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/semantic-candidates.tsv
evidence	198	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.5/upstream-test-substrate-paths.txt
evidence	3	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.7-counts.txt
evidence	8	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.7-dispositions-agent-runtime.tsv
evidence	6	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.7-dispositions-heartbeat.tsv
evidence	8	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.7-dispositions-lifecycle.tsv
evidence	295	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.7-dispositions-no-current-drift.tsv
evidence	3	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.7-dispositions-policy.tsv
evidence	327	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.7-summary.txt
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.7.exit
evidence	950	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/gate-2.7/classification.tsv
evidence	929	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/geometry/accepted-feature.txt
evidence	0	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/geometry/accepted-not-reviewer.txt
evidence	306	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/geometry/additions.txt
evidence	16	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/geometry/counts.env
evidence	2	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/geometry/renames-copies.tsv
evidence	949	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/geometry/reviewer-name-status.tsv
evidence	20	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/geometry/reviewer-not-accepted.txt
evidence	949	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/geometry/reviewer-three-dot.txt
evidence	34	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/geometry/shared.txt
evidence	0	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/geometry/three-not-two.txt
evidence	949	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/geometry/tip-two-dot.txt
evidence	0	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/geometry/tombstones.txt
evidence	0	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/geometry/two-not-three.txt
evidence	499	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/geometry/upstream-drift.txt
evidence	950	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/loc-classification.tsv
evidence	316	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/mixed-geometry.tsv
evidence	295	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/mixed-nonshared-paths.txt
evidence	315	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/mixed-paths.txt
evidence	20	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/mixed-shared-paths.txt
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/repair-proof/check-changed-after-extraction.exit
evidence	25	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/repair-proof/check-changed-after-extraction.txt
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/repair-proof/check-changed-contract-and-lines.exit
evidence	157	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/repair-proof/check-changed-contract-and-lines.txt
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/repair-proof/check-changed-final.exit
evidence	155	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/repair-proof/check-changed-final.txt
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/repair-proof/check-changed-green.exit
evidence	165	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/repair-proof/check-changed-green.txt
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/repair-proof/check-changed-no-assertions.exit
evidence	24	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/repair-proof/check-changed-no-assertions.txt
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/repair-proof/check-changed.exit
evidence	142	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/repair-proof/check-changed.txt
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/repair-proof/oxlint-targeted.exit
evidence	0	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/repair-proof/oxlint-targeted.txt
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/repair-proof/tests/agents-core.exit
evidence	16	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/repair-proof/tests/agents-core.txt
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/repair-proof/tests/auto-reply.exit
evidence	9	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/repair-proof/tests/auto-reply.txt
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/repair-proof/tests/embedded-run.exit
evidence	10	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/repair-proof/tests/embedded-run.txt
evidence	1	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/repair-proof/tests/lifecycle-e2e.exit
evidence	84	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/repair-proof/tests/lifecycle-e2e.txt
evidence	5	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/repair-proof/tests/summary.txt
evidence	35	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/shared-classification.tsv
evidence	7	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/shared-genuine-dispositions.tsv
evidence	34	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/static/check-changed-dry-run.txt
evidence	139	0	.gate-out/continuation-drift-cure/post-merge-de1fce0188450e7aaa3488c40f4c300cc60f54da/static/check-changed.txt
evidence	929	0	.gate-out/continuation-drift-cure/pre-motion/accepted-feature-files.txt
evidence	929	0	.gate-out/continuation-drift-cure/pre-motion/accepted-feature-name-status.tsv
evidence	3	0	.gate-out/continuation-drift-cure/pre-motion/gate-2.7-source-counts.txt
evidence	340	0	.gate-out/continuation-drift-cure/pre-motion/gate-2.7-source-summary.txt
evidence	930	0	.gate-out/continuation-drift-cure/pre-motion/gate-2.7-source/classification.tsv
evidence	34	0	.gate-out/continuation-drift-cure/pre-motion/shared-files.txt
evidence	12	0	.gate-out/continuation-drift-cure/pre-motion/substrate.env
evidence	488	0	.gate-out/continuation-drift-cure/pre-motion/upstream-drift-files.txt
evidence	488	0	.gate-out/continuation-drift-cure/pre-motion/upstream-drift-name-status.tsv
production	57	0	apps/shared/OpenClawKit/Sources/OpenClawKit/Resources/tool-display.json
tooling	5	9	config/assertion-safety-baseline.txt
tooling	39	0	config/knip.config.ts
docs	1	0	docs/assets/continuation-tools/continue-delegate.svg
docs	1	0	docs/assets/continuation-tools/continue-work.svg
docs	1	0	docs/assets/continuation-tools/request-compaction.svg
docs	91	0	docs/design/continuation-tools-infographics.md
docs	2193	0	docs/design/continue-work-signal-v2.md
docs	9	3	docs/tools/subagents.md
test	10	13	extensions/acpx/src/pi-session-catalog.test.ts
test	3	2	extensions/anthropic/session-catalog.test.ts
production	5	1	extensions/clawrouter/stream.ts
test	6	6	extensions/clickclack/src/accounts.test.ts
test	2	2	extensions/clickclack/src/setup-surface.test.ts
test	2	2	extensions/codex/src/app-server/approval-requester.real-binary.live.test.ts
test	12	12	extensions/codex/src/app-server/auth-bridge.test.ts
test	5	2	extensions/codex/src/app-server/computer-use.test.ts
production	2	1	extensions/codex/src/app-server/computer-use.ts
test	4	4	extensions/codex/src/app-server/config.test.ts
test	52	4	extensions/codex/src/app-server/dynamic-tool-build.test.ts
production	8	1	extensions/codex/src/app-server/dynamic-tool-build.ts
production	10	2	extensions/codex/src/app-server/dynamic-tool-execution.ts
test	79	6	extensions/codex/src/app-server/dynamic-tools.test.ts
production	17	7	extensions/codex/src/app-server/dynamic-tools.ts
test	2	2	extensions/codex/src/app-server/native-subagent-monitor.live.test.ts
test	19	4	extensions/codex/src/app-server/native-subagent-task-mirror.test.ts
production	2	0	extensions/codex/src/app-server/run-attempt-tool-setup.ts
production	1	0	extensions/codex/src/app-server/run-attempt-types.ts
test	149	3	extensions/codex/src/app-server/run-attempt.dynamic-tools.test.ts
test	9	0	extensions/codex/src/app-server/run-attempt.turn-watches.test.ts
test	15	15	extensions/codex/src/app-server/runtime-artifact.test.ts
test	6	6	extensions/codex/src/app-server/shared-client.test.ts
test	62	1	extensions/codex/src/app-server/side-question.test.ts
production	3	0	extensions/codex/src/app-server/side-question.ts
test	2	2	extensions/codex/src/native-thread-coexistence.live.test.ts
test	2	2	extensions/codex/src/native-thread-tool.test.ts
test	20	5	extensions/copilot/src/native-subagent-task-mirror.test.ts
test	3	3	extensions/copilot/src/tool-bridge.test.ts
production	10	0	extensions/diagnostics-otel/api.ts
test	133	0	extensions/diagnostics-otel/src/continuation-tracer-adapter.integration.test.ts
test	322	0	extensions/diagnostics-otel/src/continuation-tracer-adapter.test.ts
production	212	0	extensions/diagnostics-otel/src/continuation-tracer-adapter.ts
production	13	0	extensions/diagnostics-otel/src/continuation-tracer-ownership.ts
production	4	0	extensions/diagnostics-otel/src/service-events.ts
production	4	0	extensions/diagnostics-otel/src/service-trace-context.ts
production	65	6	extensions/diagnostics-otel/src/service-traces.ts
test	426	2	extensions/diagnostics-otel/src/service.test.ts
production	36	6	extensions/diagnostics-otel/src/service.ts
production	62	2	extensions/discord/src/internal/rest.ts
test	3	4	extensions/feishu/src/delivery-trace.test.ts
test	2	2	extensions/feishu/src/media.test.ts
test	2	2	extensions/file-transfer/src/shared/audit.test.ts
production	11	0	extensions/google-meet/src/cli.ts
test	18	0	extensions/google-meet/src/oauth.test.ts
production	9	3	extensions/google-meet/src/oauth.ts
test	15	15	extensions/google/cli-backend-auth.test.ts
test	11	11	extensions/google/cli-backend-isolated.test.ts
test	2	2	extensions/google/transport-stream.test.ts
test	3	3	extensions/imessage/src/install-imsg.test.ts
test	14	2	extensions/matrix/src/actions.test.ts
test	34	2	extensions/matrix/src/matrix/client/storage.test.ts
production	29	18	extensions/matrix/src/test-runtime.ts
test	3	3	extensions/msteams/src/channel.test.ts
test	4	9	extensions/mxc/test/binary-resolver.test.ts
test	13	8	extensions/ollama/provider-discovery.test.ts
test	3	3	extensions/qa-lab/src/crabline-transport-message-id.test.ts
test	2	2	extensions/qa-lab/src/crabline-transport-native-command.test.ts
test	2	2	extensions/qa-lab/src/crabline-transport-readiness.test.ts
test	19	19	extensions/qa-lab/src/crabline-transport.test.ts
production	1	1	extensions/qa-lab/src/lab-server-ui.ts
test	3	3	extensions/qa-lab/src/live-transports/matrix/substrate/harness.runtime.test.ts
test	2	2	extensions/qa-lab/src/matrix-channel-driver.lifecycle.live.test.ts
test	2	2	extensions/senseaudio/media-understanding-provider.live.test.ts
test	32	1	extensions/signal/src/monitor.tool-result.test-harness.ts
test	35	37	extensions/signal/src/monitor/event-handler.ingress-lifecycle.test.ts
test	73	0	extensions/signal/src/monitor/event-handler.reply-session-conflict.test.ts
production	36	5	extensions/signal/src/monitor/event-handler.ts
test	2	3	extensions/telegram/src/bot-message-dispatch.context-recovery.test.ts
test	11	2	extensions/telegram/src/bot.create-telegram-bot.test.ts
test	2	2	extensions/tts-local-cli/speech-provider.live.test.ts
test	3	3	extensions/whatsapp/src/auto-reply/web-auto-reply-utils.test.ts
test	647	0	packages/agent-core/src/agent-loop.test.ts
production	318	1	packages/agent-core/src/agent-loop.ts
test	57	0	packages/gateway-protocol/src/protocol-boundary.guard.test.ts
test	105	0	packages/gateway-protocol/src/schema/agent.schema.test.ts
production	40	8	packages/gateway-protocol/src/schema/agent.ts
production	118	0	packages/gateway-protocol/src/schema/internal-fields.ts
tooling	3	0	scripts/bench-agent-concurrency-worker.ts
tooling	3	0	scripts/lib/ci-node-test-plan.mts
tooling	1	1	scripts/lib/codex-app-server-protocol-source.ts
tooling	22	11	scripts/plugin-sdk-surface-report.mts
tooling	3	1	scripts/prepare-extension-package-boundary-artifacts.mts
tooling	5	1	scripts/protocol-gen-swift.ts
tooling	5	1	scripts/protocol-gen.ts
tooling	5	0	scripts/stage-bundled-plugin-runtime.mts
tooling	10	3	scripts/testbox-lease-freshness.mts
production	6	6	src/acp/runtime/session-meta.ts
test	1	1	src/agents/agent-command.live-model-switch.test.ts
production	10	2	src/agents/agent-hooks/compaction-safeguard.ts
production	5	0	src/agents/agent-tools.policy.ts
test	4	4	src/agents/agent-tools.session-permissions.test.ts
production	23	0	src/agents/agent-tools.ts
test	19	19	src/agents/agent-tools.workspace-paths.test.ts
test	2	2	src/agents/apply-patch-context-bytes.test.ts
test	2	2	src/agents/apply-patch.symlink-alias.test.ts
test	15	15	src/agents/apply-patch.test.ts
test	5	5	src/agents/bash-tools.exec-live-state-sqlite-guard.test.ts
test	1	1	src/agents/bash-tools.exec-runtime-output.test.ts
test	1	1	src/agents/bash-tools.exec-runtime.test.ts
production	1	1	src/agents/bash-tools.exec-runtime.ts
test	61	61	src/agents/bash-tools.exec-workdir.test.ts
test	19	19	src/agents/bash-tools.exec.script-preflight.test.ts
test	2	2	src/agents/bash-tools.notify-on-exit-ack.test.ts
test	4	1	src/agents/bash-tools.test.ts
production	2	2	src/agents/cli-runner/execute-deps.ts
test	2	2	src/agents/cli-runner/execute.test-support.ts
production	2	0	src/agents/cli-runner/helpers.ts
test	90	2	src/agents/command/attempt-execution.cli.test.ts
test	634	0	src/agents/command/attempt-execution.continue-work-opts.test.ts
test	257	0	src/agents/command/attempt-execution.continue-work-token.test.ts
test	306	0	src/agents/command/attempt-execution.request-compaction-opts.test.ts
production	519	171	src/agents/command/attempt-execution.ts
production	2	1	src/agents/command/cli-compaction.ts
production	7	0	src/agents/command/types.ts
test	17	0	src/agents/compaction-attribution.test.ts
production	31	0	src/agents/compaction-attribution.ts
production	3	0	src/agents/core-tool-factory-descriptors.ts
production	375	0	src/agents/delegate-artifact-delivery.ts
production	615	0	src/agents/delegate-artifact-lifecycle.ts
production	265	0	src/agents/delegate-artifact-policy-store.ts
test	225	0	src/agents/delegate-artifact-policy.integration.test.ts
production	184	0	src/agents/delegate-artifact-policy.ts
production	334	0	src/agents/delegate-artifact-recipient.ts
production	648	0	src/agents/delegate-artifact-store.ts
test	624	0	src/agents/delegate-artifacts.delivery.test.ts
test	92	0	src/agents/delegate-artifacts.projection.test.ts
test	465	0	src/agents/delegate-artifacts.retention.test.ts
production	90	0	src/agents/delegate-artifacts.test-helpers.ts
test	637	0	src/agents/delegate-artifacts.test.ts
production	40	0	src/agents/delegate-artifacts.ts
test	74	0	src/agents/embedded-agent-runner/cli-backend-dispatch-transcript.persistence.test.ts
test	42	0	src/agents/embedded-agent-runner/cli-backend-dispatch-transcript.test.ts
production	12	2	src/agents/embedded-agent-runner/cli-backend-dispatch-transcript.ts
test	73	0	src/agents/embedded-agent-runner/compact-reasons.test.ts
