id	observed_phase	shard	gate	kind	test_file	test	group	signature	disposition	disposition_repository	disposition_issue	disposition_url
deterministic-042	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.policy.test.ts	cli  src/cli/plugins-cli.policy.test.ts > plugins cli policy mutations > 'preserves no-option re-enable compati…'	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-043	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.policy.test.ts	cli  src/cli/plugins-cli.policy.test.ts > plugins cli policy mutations > fails without mutations when 'globally disabled plugins' blocks enablement	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-044	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.policy.test.ts	cli  src/cli/plugins-cli.policy.test.ts > plugins cli policy mutations > fails without mutations when 'a plugin denylist' blocks enablement	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-045	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.policy.test.ts	cli  src/cli/plugins-cli.policy.test.ts > plugins cli policy mutations > fails without mutations when 'a restrictive plugin allowlist' blocks enablement	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-046	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.policy.test.ts	cli  src/cli/plugins-cli.policy.test.ts > plugins cli policy mutations > refreshes the persisted plugin registry after disabling a plugin	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-047	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.policy.test.ts	cli  src/cli/plugins-cli.policy.test.ts > plugins cli policy mutations > enables compatibility id 'google-gemini-cli' through canonical plugin 'google'	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-048	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.policy.test.ts	cli  src/cli/plugins-cli.policy.test.ts > plugins cli policy mutations > enables compatibility id 'minimax-portal-auth' through canonical plugin 'minimax'	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-049	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.policy.test.ts	cli  src/cli/plugins-cli.policy.test.ts > plugins cli policy mutations > disables compatibility id 'google-gemini-cli' through canonical plugin 'google'	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-050	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.policy.test.ts	cli  src/cli/plugins-cli.policy.test.ts > plugins cli policy mutations > disables compatibility id 'minimax-portal-auth' through canonical plugin 'minimax'	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-051	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.policy.test.ts	cli  src/cli/plugins-cli.policy.test.ts > plugins cli policy mutations > rejects enable for a plugin that is not discovered	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-052	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.policy.test.ts	cli  src/cli/plugins-cli.policy.test.ts > plugins cli policy mutations > rejects disable for a plugin that is not discovered	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-053	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.policy.test.ts	cli  src/cli/plugins-cli.policy.test.ts > plugins cli policy mutations > does not create a channel config when disabling a channel plugin by policy	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-054	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > previews plugin updates in Nix mode without acquiring a lease or writing state	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-055	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > rejects untracked update target 'missing-plugin' []	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-056	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > rejects untracked update target 'constructor' []	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-057	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > rejects untracked update target '@acme/missing-plugin@beta' []	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-058	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > rejects untracked update target 'missing-plugin' [ '--dry-run' ]	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-059	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > rejects an npm update target shared by multiple tracked plugins	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-060	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > rejects ambiguous package paths for 'a stale child-keyed owner'	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-061	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > rejects ambiguous package paths for 'update all'	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-062	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > updates tracked hook packs through plugins update (demo-hooks)	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-063	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > updates tracked hook packs through plugins update (@acme/demo-hooks)	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-064	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > settles hook updates when 'later hook install' fails	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-065	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > settles hook updates when 'config write' fails	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-066	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > settles hook updates when 'backup cleanup' fails	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
deterministic-067	confirm-determinism-red	agentic-cli	test shard (agentic-cli)	test	src/cli/plugins-cli.update.test.ts	cli  src/cli/plugins-cli.update.test.ts > plugins cli update > uses the mutation-start snapshot for updater input and hook selection	ambient-newer-state-db	newer schema version 16; this build supports 15 / failed to acquire plugin lifecycle lease	EXISTING_ISSUE	karmaterminal/openclaw	1311	https://github.com/karmaterminal/openclaw/issues/1311
